videos,click,organic_click_3p,organic_click_1p,time_elapsed,n_direct_answer,n_knowledge_panel_rhs,n_people_also_ask,n_top_stories,n_twitter_cards,n_images,n_ad,n_local_results,n_recipes,n_products,Reference,News and Media,Business,Shopping,Information Technology,Education,Entertainment,Streaming Media and Download,Health and Wellness,Government and Legal Organizations,Social Networking,Restaurant and Dining,Finance and Banking,Sports,Games,Society and Lifestyles,Newsgroups and Message Boards,Arts and Culture,Travel,Real Estate,click_prev_1,organic_click_3p_prev_1,organic_click_1p_prev_1,log_time_elapsed_prev_1,log_time_prev_1,user_id
1,0,0,0,216.118,0,0,1,0,0,1,0,0,0,0,0.0,0.2122834026663171,0.2104490812014805,0.0,0.0,0.1156015591732451,0.0,0.3797045432211997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.2757535015865071,4.582300660563969,986
1,0,0,0,18.637,0,0,0,0,0,1,0,0,0,0,0.2417789310954063,0.3563383392226147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0818738957597172,0.3200088339222615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.370710922041646,5.01884814280378,998
1,0,0,0,51.831,0,0,0,0,0,1,0,0,0,0,0.2417789310954063,0.3563383392226147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0818738957597172,0.3200088339222615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.218915824068222,5.691412953253193,998
1,0,0,0,10.718,0,0,0,0,0,0,0,0,0,0,0.1800739840989399,0.81992601590106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,3.607533814659984,4.561573512270013,1007
1,0,0,0,3.663,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4397654688984245,0.0,0.0,0.0,0.171279766779128,0.0,0.0,0.3202463231681352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.6892071133007303,3.0582844482109555,1008
1,0,0,0,9.387,0,1,1,0,0,0,0,0,0,0,0.2635195855579638,0.0,0.0,0.0,0.0419463974203097,0.0,0.1013770682454933,0.3829888460115242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.000804096162763,5.232866429285442,1620
1,1,1,0,24.095,0,0,0,0,0,1,0,0,0,0,0.0,0.2147360865724381,0.0974271201413427,0.0,0.0330112632508833,0.0,0.119694125441696,0.5351314045936396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.703782474656201,7.629206105472368,1026
1,1,1,0,30.391,0,0,0,0,0,1,0,0,0,0,0.0974271201413427,0.1794003975265017,0.0,0.0,0.0,0.0,0.3028323763250883,0.3200088339222616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0690757508833922,0.0,0.0,0.0,0,0,0,1.110870186063612,5.956223305344692,1026
1,1,0,1,22.317,0,1,1,0,0,0,0,0,0,0,0.1990786781431821,0.1532526319399197,0.0,0.0,0.0,0.0,0.2822319764982909,0.331264359932787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.11069793133039,3.2198353643629005,460
1,1,1,0,2.5490000000000004,0,0,0,0,0,0,0,0,0,0,0.0325283135956973,0.0,0.0,0.1502301287686818,0.2592956508248435,0.0,0.0870352174587578,0.3330402854631019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1013945631001017,0.0,0.0,1,1,0,2.9303400547869387,6.480200991408715,1026
1,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0.0405499736799944,0.0,0.0,0.0,0.0323907719772045,0.0,0.1725505229670656,0.4812269699951938,0.0,0.0,0.0342102854004073,0.0,0.0,0.0,0.0,0.0,0.0,0.2390714759801341,0.0,0.0,1,1,0,1.211940973975113,4.288114227530039,1026
1,1,1,0,16.8,0,0,1,0,0,1,0,0,0,0,0.0,0.3710724442747308,0.1346468405724414,0.0,0.0,0.0,0.0,0.401637989501821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.779316042989208,10.372395988526607,712
1,0,0,0,300.0,0,1,0,0,0,1,0,0,0,0,0.4232459463555084,0.0356282938492363,0.0514556077520162,0.0,0.0,0.0335572729874896,0.0,0.3570743041875032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.780455397601146,11.447197169665325,36
1,0,0,0,13.876,0,1,0,0,0,1,0,0,0,0,0.2916084956400338,0.0,0.0,0.0,0.0405499736799944,0.0,0.0,0.4812269699951938,0.0,0.0,0.1866145606847779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.778384394836358,8.318537109700795,1498
1,1,1,0,41.697,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0818738957597172,0.0,0.0,0.0,0.0330112632508833,0.3200088339222615,0.0,0.0350485865724381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.763917350896549,9.4195356569326,1082
1,1,1,0,27.661,0,0,0,0,0,1,0,0,0,0,0.0,0.5981172703180211,0.0,0.0,0.0312555212014134,0.0,0.0,0.3200088339222615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0506183745583038,0.0,0.0,0.0,0.0,1,1,0,4.406402123815195,8.161636193771185,1085
1,1,1,0,10.968,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0957244168327276,0.0,0.0,0.0,0.1915440745516352,0.4246278279216974,0.0,0.0,0.0671668034228109,0.0,0.0,0.0,0.1292785136560778,0.0,0.0916583636150509,0.0,0.0,0.0,0,0,0,-0.3119747650208254,7.348826884519618,1088
1,1,0,1,7.427,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0271217530872284,0.2983458351076026,0.2948278685839692,0.0,0.0,0.3797045432211997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2.7744619666214616,4.340540357066463,1329
1,1,0,1,9.957,0,0,0,0,0,1,0,0,0,0,0.0,0.1800739840989399,0.4336130742049469,0.0,0.0,0.0,0.0,0.3550574204946996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312555212014134,0,0,0,1.5543479461161405,8.193993089077772,1088
1,1,1,0,12.324000000000002,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0312555212014134,0.0974271201413427,0.5162599381625442,0.3200088339222616,0.0,0.0,0.0350485865724381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.6127270859136926,8.942843729359334,1099
1,0,0,0,15.431,0,0,0,0,0,1,0,0,0,0,0.219202738515901,0.0,0.0,0.0690757508833922,0.0,0.0,0.1949701855123674,0.353020097173145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.9183651499775483,5.979331235284708,1103
1,1,1,0,13.647,0,1,0,0,0,0,0,0,0,0,0.1426980826224354,0.1522494937752088,0.0,0.0682844028184849,0.0,0.0346470617130318,0.274321986256884,0.327798972813955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.3023691261821293,11.344767595906584,1317
1,1,1,0,11.984000000000002,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2868813259523732,0.2155720790068458,0.0,0.0,0.3797045432211997,0.0,0.0,0.0,0.0,0.0,0.0,0.0807560024894362,0.0,0.0370860493301451,0.0,0.0,0.0,1,1,0,3.398761082961806,5.693496420787701,1110
1,0,0,0,33.672000000000004,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.189529585519907,0.0445401124972503,0.3261917481067152,0.0,0.0,0.364264839895673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0754737139804543,0.0,0.0,0.0,0,0,0,2.251607538229178,6.412295986096611,1110
1,1,0,1,40.726,0,1,1,1,0,0,0,0,0,0,0.0,0.4580006875740097,0.0,0.0,0.0,0.0,0.0584819893808012,0.3689980518736393,0.0,0.0,0.0380648611482485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.176135324525315,5.97386304555616,1116
1,1,1,0,14.322,0,0,0,0,0,1,0,0,0,0,0.2417789310954063,0.0,0.1371356007067136,0.0,0.0,0.0,0.0,0.5000828180212015,0.0312555212014134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0897471289752649,0.0,0,0,0,3.0468530530617053,3.562635727539686,1117
1,0,0,0,10.794,0,0,0,0,0,1,0,0,0,0,0.1443518109540636,0.0,0.0391287544169611,0.1839609098939929,0.0,0.0,0.0,0.0,0.0974271201413427,0.0,0.5000828180212016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.931376473563972,10.426167831392211,1130
1,1,1,0,33.609,0,0,1,0,0,0,0,0,0,0,0.0,0.0585003430369084,0.0,0.0,0.1819211182445435,0.0,0.0697843050853129,0.3232913694144946,0.0,0.0,0.0,0.0,0.0,0.0,0.2758351414818079,0.0,0.0906677227369325,0.0,0.0,0.0,1,1,0,2.6272738910749225,4.33465983204463,1136
1,0,0,0,300.0,0,1,1,1,0,0,0,0,0,0,0.167001313070052,0.0736673516613574,0.2337735749068192,0.0,0.0,0.0,0.0,0.3412804493879211,0.0352055867303378,0.0,0.0,0.0,0.0,0.0,0.0,0.0783602522507668,0.0,0.0,0.0,0.0,0,0,0,2.657879083855846,12.796055524764885,1723
1,1,1,0,10.25,0,0,0,0,0,1,0,0,0,0,0.0350485865724381,0.0,0.119694125441696,0.3139189487632509,0.0,0.0,0.0,0.531338339222615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.2707469522780905,4.191168746857641,1144
1,0,0,0,25.055000000000003,0,1,0,0,0,0,0,0,0,0,0.1421302412055384,0.0693010638702697,0.0,0.0498393593946213,0.0,0.0,0.3737462693869564,0.3304738761952911,0.0,0.0,0.0345091899473228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2.568098240674765,4.62335385642172,1157
1,0,0,0,25.855,0,1,0,0,0,0,0,0,0,0,0.0,0.2535703659625111,0.0,0.0,0.0,0.0,0.1351761151671892,0.331632069210171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0930068889753507,0.0,0.0,0,0,0,1.067121621576739,7.898215381125111,1720
1,1,1,0,42.792,0,0,0,1,0,0,0,0,0,0,0.0,0.6293727915194346,0.0,0.0,0.0,0.0,0.0,0.3200088339222615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0506183745583038,0.0,0.0,0.0,0.0,0,0,0,1.8386430551269053,10.99149391332763,1197
1,1,0,1,11.567,0,0,0,0,0,0,0,0,0,0,0.0,0.3247038927095221,0.1043456664557598,0.0,0.0,0.0,0.0,0.3427334709155525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.017964994578085,10.722695260045295,1220
1,1,1,0,15.664,0,0,1,0,0,1,0,0,0,0,0.0,0.3988994071210979,0.0370860493301451,0.0,0.0,0.0,0.0,0.3797045432211997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0687084411543121,0.1156015591732451,0.0,0.0,0.0,1,0,1,1.9299259366110584,4.6982870531489,1226
1,1,0,1,23.177000000000003,0,1,0,0,0,1,0,0,0,0,0.0524569152953562,0.0,0.0342102854004073,0.0,0.0,0.0,0.8123669695374545,0.1009658297667818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.725300554508737,3.7102250081333135,1226
1,0,0,0,4.711,0,1,1,0,0,1,0,0,0,0,0.1013945631001017,0.0870352174587578,0.0,0.0,0.0,0.0,0.2546471071578379,0.3695161262519177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1874069860313849,0.0,0.0,1,1,0,1.1144856378244,7.027469781488268,1229
1,0,0,0,6.593999999999999,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0642667844522968,0.1443518109540635,0.0897471289752649,0.0,0.0,0.3200088339222615,0.0,0.0,0.0,0.0,0.0,0.0,0.0690757508833922,0.0,0.0,0.0,0.0,0.0,1,1,0,2.5818821089113864,7.182823885081266,1232
1,1,1,0,7.4380000000000015,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.1003312720848056,0.0,0.0,0.0,0.0,0.3550574204946996,0.0,0.0,0.1480454946996466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.7193679718062966,8.239287705351991,1232
1,0,0,0,4.993,0,0,0,0,0,0,0,0,0,0,0.0974271201413427,0.0,0.1003312720848056,0.0391287544169611,0.1800739840989399,0.0,0.0,0.3200088339222615,0.0,0.0,0.0836296378091872,0.0,0.0,0.0,0.0350485865724381,0.0,0.1443518109540635,0.0,0.0,0.0,1,1,0,2.19755785512634,5.351853394128343,1232
1,1,1,0,19.749,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.215122570671378,0.119694125441696,0.0,0.0,0.0,0.3200088339222615,0.0,0.0,0.0642667844522968,0.0,0.0,0.0,0.1443518109540635,0.0,0.0,0.0,0.0391287544169611,0.0,0,0,0,1.5644405465033646,6.632294224747311,1232
1,1,1,0,20.083,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0391287544169611,0.1800739840989399,0.1773630742049469,0.0,0.0,0.3200088339222615,0.0,0.0,0.0350485865724381,0.0,0.0,0.0,0.0312555212014134,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.2033409240180299,6.194925663902571,1232
1,1,1,0,17.327,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.1866145606847779,0.0,0.2211795939853065,0.0,0.0,0.3721820428901655,0.0,0.0,0.0,0.1190579726729682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.4643627493556499,7.214747210280842,1232
1,0,0,0,6.259,0,0,0,0,0,0,0,0,0,0,0.0,0.3594743816254416,0.0,0.0,0.0,0.0,0.0721400176678444,0.3200088339222615,0.0,0.0,0.0974271201413427,0.0312555212014134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.772651220286737,4.306966286076729,1232
1,0,0,0,11.163,0,0,0,0,0,1,1,0,0,0,0.0,0.3313235452877037,0.0529040267731835,0.0,0.0,0.0952499190327108,0.0,0.0,0.0,0.0,0.4539835906293858,0.0342653567958544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.247579892996556,4.167378147905509,1232
1,0,0,0,0.39,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.2390714759801341,0.1057949786006911,0.1901448744650172,0.0,0.0,0.3640228411873756,0.0,0.0,0.1009658297667818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.8848565772080543,6.463414718111463,1232
1,0,0,0,13.054,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.216491828621908,0.0,0.351264355123675,0.0,0.0,0.0,0.0974271201413427,0.0,0.0,0.0,0.1800739840989399,0.0690757508833922,0.0,0.0,0.0,0.0,0,0,0,3.3505354668599274,10.483550605882302,1232
1,1,1,0,14.265,0,0,0,0,0,0,0,0,0,0,0.0,0.2809076855123675,0.0,0.0,0.3640348939929329,0.0,0.0350485865724381,0.3200088339222616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.841342969416883,6.151318929851918,1232
1,1,1,0,19.111,0,0,0,0,0,1,0,0,0,0,0.0,0.0964064788949581,0.2270104205588076,0.0,0.0,0.0,0.1905236375282458,0.343753892140989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1046563350710816,0.0,0.0,0,0,0,2.3571679707643374,5.077757973419091,1233
1,0,0,0,190.80900000000003,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0415866880670836,0.228320613187461,0.0,0.0,0.0,0.3797045432211997,0.0,0.0,0.0,0.3133021061941105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.925415854040729,11.095139748920296,1237
1,0,0,0,26.828000000000007,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0532901217393919,0.0,0.4233583228688086,0.0,0.0,0.4783929497928401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449586055989593,0.0,0.0,1,0,0,1.811398684480404,8.016042943214925,1237
1,1,1,0,21.686,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.3545825971731448,0.0836296378091872,0.0,0.0,0.0,0.3200088339222616,0.0,0.1443518109540636,0.0974271201413427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.5464981126602262,6.365220526011171,1253
1,0,0,0,2.277,0,0,1,0,0,1,1,0,0,0,0.0,0.0,0.0617352951079088,0.0477222989124944,0.4621325881283458,0.0,0.0,0.4284098178512509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2.585128987589703,3.1004075544921226,1262
1,1,1,0,15.443,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343753892140989,0.0,0.0,0.0,0.0,0.0,0.0,0.6562461078590109,0.0,0.0,0.0,0.0,0.0,1,1,0,1.1672050801337217,5.435035550953346,1267
1,0,0,0,185.054,0,1,1,0,0,0,0,0,0,0,0.3103565385992863,0.0,0.0,0.0647623281834684,0.0,0.0,0.2495029207266619,0.3753782124905833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.9854435905624718,6.02036293715063,462
1,1,1,0,2.0900000000000003,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1824273675124366,0.3291461281602799,0.0,0.0,0.0,0.0,0.0,0.0,0.2671614837698475,0.0,0.18521568271131,0.0,0.0,0.0,0,0,0,3.061754069095988,10.031286395449907,1270
1,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0680598498233214,0.166502871024735,0.0,0.0,0.0,0.3200088339222616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.079566533867987,4.710178639679376,1276
1,0,0,0,28.788,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.1443518109540635,0.0,0.0,0.0506183745583038,0.3842756183745583,0.0,0.0,0.3166298586572438,0.0,0.0,0.0,0.0,0.0690757508833922,0.0,0.0,0.0,0.0,1,0,1,2.6748380668960965,8.058607647028738,1287
1,0,0,0,102.724,0,1,0,1,0,0,0,0,0,0,0.0974271201413427,0.0818738957597172,0.0330112632508833,0.0,0.0,0.0,0.4285501325088338,0.3591375883392226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.901146831064123,5.669722289709273,57
1,1,1,0,28.931,0,1,0,1,0,0,0,0,0,0,0.1421302412055384,0.1476262700393038,0.0,0.0,0.0,0.0,0.3951595805404699,0.3150839082146877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.225055890484808,6.254438241220113,1026
1,0,0,0,33.166000000000004,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.1800739840989399,0.0,0.1977583922261484,0.0,0.0506183745583038,0.353020097173145,0.0,0.0,0.1443518109540636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.195890354323083,6.719415247448052,1720
1,1,1,0,18.017,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0420321572395304,0.347668273935555,0.0,0.0,0.343753892140989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.8982193803291825,4.109134647694736,1336
1,1,1,0,10.504,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0420321572395304,0.347668273935555,0.0,0.0,0.343753892140989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.891315756633563,4.443227560983212,1336
1,0,0,0,6.674,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0420321572395304,0.347668273935555,0.0,0.0,0.343753892140989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.6927469656404255,6.504722211065255,1336
1,0,0,0,9.84,0,0,1,1,0,0,0,0,0,0,0.0,0.0978568922989547,0.0,0.0,0.0,0.0,0.1539986302819057,0.3227189460965819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2438265246465737,0.0,0.0,0,0,0,4.463203314542467,10.767639854048545,1349
1,0,0,0,10.35,0,0,1,1,0,0,0,0,0,0,0.0,0.0924214106514453,0.0,0.0,0.0,0.0,0.1822666734016938,0.3253018134060717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3297918315345198,0.0,0.0,0,0,0,1.3096832587480502,8.62269399723294,1349
1,0,0,0,300.0,0,1,1,1,1,0,0,0,0,0,0.1700020534483263,0.0,0.0,0.0,0.0,0.0,0.28904338642964,0.3751298072692072,0.0,0.0,0.1285810672064302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.703782474656201,10.925487605228517,113
1,0,0,0,29.59800000000001,0,0,0,0,0,1,0,0,0,0,0.0,0.6755742049469964,0.1443518109540636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1800739840989399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.763917350896549,7.884333634718824,1374
1,1,0,1,2.129,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4380121881418135,0.3005622706306185,0.0427460354870205,0.0381199286219319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.805225237434895,11.344104543096323,1281
1,0,0,0,10.273,0,1,1,0,0,0,0,0,0,0,0.113946610530666,0.0,0.0,0.0267334788392245,0.0,0.0,0.0775464607198666,0.6623768258191166,0.0,0.0,0.1193966240911263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.2158311946819755,6.156177817278291,1431
1,0,0,0,1.892,0,0,0,0,0,1,0,0,0,0,0.1534227450621381,0.1381857505778957,0.0,0.0,0.0,0.0,0.0405499736799944,0.0,0.0,0.0,0.518246629894949,0.0,0.0,0.0,0.0,0.0,0.1495949007850227,0.0,0.0,0.0,1,1,0,0.262364264467491,4.546035703362567,1399
1,1,1,0,4.0600000000000005,0,0,0,0,0,0,0,0,0,0,0.0,0.9309242491166078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0690757508833922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.979897411343449,2.689342973636514,1399
1,1,1,0,36.18700000000001,0,0,0,0,0,0,0,0,0,0,0.0,0.611931316254417,0.0,0.0,0.0,0.0,0.0,0.3200088339222615,0.0,0.0,0.0350485865724381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.7043836406499016,7.208763167041832,1501
1,0,0,0,16.074,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.2768275176678444,0.0,0.0,0.3200088339222615,0.0,0.0,0.0391287544169611,0.0,0.0,0.0,0.0642667844522968,0.0,0.1800739840989399,0.0,0.0,0.0,0,0,0,0.5341514490694875,4.4900847585127615,1400
1,1,1,0,22.21,0,0,1,0,0,0,0,0,0,0,0.0,0.5248666579164031,0.0546971016740844,0.0,0.0,0.0,0.0,0.3457945040390422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.344302686345914,4.810247521570599,1402
1,1,1,0,22.065,0,0,0,0,0,1,0,0,0,0,0.0346293600205537,0.1691889841809706,0.0,0.0,0.0,0.0,0.1987655529319646,0.3545517941691034,0.0,0.0,0.1995118489790426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.388395749407157,5.599547251545086,1409
1,1,1,0,2.174,0,0,0,0,0,0,0,0,0,0,0.0391287544169611,0.0,0.0312555212014134,0.3750441696113074,0.1304383833922261,0.0,0.0,0.3200088339222615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0690757508833922,0.0,0.0,1,1,0,1.8863117861692784,7.497968996208525,1409
1,1,1,0,18.85,0,0,1,0,0,0,0,0,0,0,0.0337740284224468,0.2681279606715429,0.0,0.0,0.0,0.0,0.1540384454759148,0.3457945040390422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.9466241797889705,7.949189977155839,1409
1,1,1,0,36.813,0,0,0,0,0,0,0,0,0,0,0.0,0.7693076413427562,0.0506183745583038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.5648456731904887,3.995223798020907,1418
1,0,0,0,1.818,0,1,1,0,0,0,0,0,0,0,0.1578842527422909,0.0,0.0846458261400759,0.0,0.0,0.1171682027037795,0.0,0.3848503359804522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.8095959932031923,10.580632019972626,1021
1,1,1,0,6.323,0,0,0,0,0,1,0,0,0,0,0.0419073862729213,0.0,0.0,0.0,0.0,0.0,0.232539574598932,0.3780889474960233,0.0,0.0,0.3474640916321233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3.069679518506074,4.626863182273156,1428
1,0,0,0,4.902,0,0,0,1,1,1,0,0,0,0,0.0,0.4968970848056537,0.0506183745583038,0.0,0.0,0.0,0.0,0.3550574204946996,0.0,0.0,0.0974271201413427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.810744769139136,9.712753953516138,1431
1,0,0,0,4.793,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4683691734301056,0.1763357281220115,0.0,0.3552950984478827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.524768183213131,3.537416824905965,1432
1,0,0,0,6.448,0,0,0,0,0,0,0,0,0,0,0.0,0.1800739840989399,0.1210026501766784,0.0,0.0330112632508833,0.0,0.0,0.3200088339222615,0.0,0.0,0.0,0.1443518109540635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.949332856332816,8.078080292535818,1416
1,1,1,0,17.962,0,0,0,0,0,1,1,0,0,0,0.0110363320889635,0.0,0.4910826016089174,0.1449287554550712,0.0482044271517955,0.0,0.0,0.3047478836952523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2.596075265728803,2.744960555122307,1436
